species,i,hv_size_Wet,hv_size_Dry,size_rat,jaccard,sorensen,uniq_Wet,uniq_Dry,dist_cent
Pigfish,32,0.6220518968111438,59.42223473678424,95.52616918524556,0,0,1,1,2.939210486095741
Pinfish,32,2.0198819321228143,21.549534389922393,10.668709911808905,0,0,1,1,3.3251823933528337
Pink shrimp,32,0.7853709278968446,34.3150303691362,43.692768792739614,0,0,1,1,4.0530815198452395
Rainwater killifish,32,4.323374752624634,41.48903203103794,9.596445925917196,0.04887845593168873,0.09320137267624853,0.506198347107438,0.9485432777192077,1.5956266066875175
Silver perch,32,30.115794149284444,27.91836912498974,0.9270341332059173,0.19471691406679764,0.32596326673568937,0.6859288294145108,0.6612086229237838,1.4445563888168471
Bay anchovy,33,1.9968811008922551,30.369708957539988,15.20857147877761,0.026635969800172344,0.05188980433903334,0.5794701986754967,0.9723491583735318,1.6929855634446171
Mojarra,33,0.13486132944020882,24.276939023399578,180.01408650033244,0,0,1,1,3.5805443905618857
Pigfish,33,0.9149805090242955,44.39592348018368,48.52116853016465,0,0,1,1,2.989080940439689
Pinfish,33,2.0294274162313113,19.27418463522154,9.497351066151506,0,0,1,1,3.296135433117044
Pink shrimp,33,0.8731950920699548,24.51480655176362,28.07483318951093,0,0,1,1,3.980207432554275
Rainwater killifish,33,8.382193718307745,32.04458206963978,3.822935039028084,0.11161767244907299,0.20082025540878864,0.515728476821192,0.8733246790136602,1.7189701212511699
Silver perch,33,48.196149953108666,31.992330225041652,0.6637943125367453,0.2527590121114773,0.4035237578302656,0.6643097333742746,0.49428571428571433,1.3184203221860984
Bay anchovy,34,3.431554086302004,30.496381332127616,8.887046674817787,0.0958994681528863,0.17501508293369772,0.13480885311871232,0.9026458194112019,1.6493359775361263
Mojarra,34,0.10675060271097546,13.790576264525006,129.18499675231473,0,0,1,1,3.517094753758831
Pigfish,34,0.6221168026763628,45.43458000191414,73.03223415032899,0,0,1,1,3.0155556250989113
Pinfish,34,2.068061317867535,13.325076586804366,6.443269583778305,0,0,1,1,3.418455165407017
Pink shrimp,34,0.5775414303381197,28.461712914758557,49.280815920159604,0,0,1,1,4.0522156132779905
Rainwater killifish,34,7.253843792774296,36.83005191380227,5.07731527807222,0.09558147685790003,0.17448538310820164,0.4697986577181208,0.8955744693319126,1.5007642093728513
Silver perch,34,46.05349891535601,27.74701507937045,0.6024952660028732,0.2707163287728245,0.42608459912412516,0.6586007234934287,0.43335774441596486,1.2222884351364205
Bay anchovy,35,3.326014280950636,38.06474248323844,11.444551727047557,0.03484138692776675,0.06733667085195293,0.5810126582278481,0.9633897987649499,1.7964048389983351
Mojarra,35,0.07091465757285279,15.537624732453454,219.10314826650864,0,0,1,1,3.513753933899824
Pigfish,35,0.9418264929306788,34.272255845328026,36.38913972220419,0,0,1,1,2.9204000983906817
Pinfish,35,1.4859508996426163,19.61429942496129,13.199830108571348,0,0,1,1,3.3842508100443633
Pink shrimp,35,0.7062634668285194,39.161937940768205,55.44947428277033,0,0,1,1,3.869455533972365
Rainwater killifish,35,6.162644110747725,47.817320416927906,7.759221457155692,0.04206124182939064,0.08072700555593071,0.6464471403812825,0.9544344930002397,1.866933423627369
Silver perch,35,22.922560729696666,25.664523499698568,1.1196185191669983,0.2597045759734493,0.4123261611124338,0.563012916484525,0.609700021896212,1.312285776556146
Bay anchovy,36,2.9295568665183516,33.99047008439916,11.602597810226271,0.06691424605845556,0.12543509716110654,0.20959595959595947,0.9318769767484834,1.5496484732771747
Mojarra,36,0.13106202248941035,22.485515690096566,171.56393029043457,0,0,1,1,3.5183043517704626
Pigfish,36,0.8030550139421981,46.51093792907749,57.917498952849115,0,0,1,1,3.1105792623337565
Pinfish,36,2.0683206205767006,19.03948476718794,9.205286925911537,0,0,1,1,3.4318355557279365
Pink shrimp,36,0.5556992856305785,39.30584762426343,70.73222629692822,0,0,1,1,3.813395938765642
Rainwater killifish,36,6.308326086292745,29.423755381258903,4.664273054177285,0.07483214496213769,0.13924433747703693,0.6056410256410256,0.9154511389495541,1.577402106671529
Silver perch,36,28.100557860673334,28.840432414706186,1.0263295325915327,0.24123018761670087,0.3886953282692705,0.6061875885738084,0.6162904808635918,1.2440740211515648
Bay anchovy,37,3.9650460287719,27.697006406980105,6.985292530275807,0.10149304094161674,0.18428267300691234,0.26422447388932185,0.8946679007469388,1.6676636869057162
Mojarra,37,0.15479644642205687,18.139354776475738,117.18198444309424,0,0,1,1,3.609122958819321
Pigfish,37,1.1385590619310204,32.21461754641195,28.294199768411904,0,0,1,1,2.9758789480981296
Pinfish,37,2.0834457562016295,18.454823480785414,8.85783727550976,0,0,1,1,3.461047993899325
Pink shrimp,37,0.6637528169556298,42.35449707390314,63.81064756631297,0,0,1,1,4.004351837016811
Rainwater killifish,37,7.868755214952104,38.40866128714005,4.881161027116007,0.13603294732191473,0.23948767972372445,0.29576719576719573,0.8557243245365961,1.3045274439877645
Silver perch,37,27.287622881553503,39.40164714566564,1.443938422804181,0.3588988792864006,0.5282201417001232,0.3545312499999999,0.5529804181355072,1.0833406933727387
Bay anchovy,38,3.08156857788298,28.74836601239939,9.329133941308992,0.0686227392428541,0.12843211495101636,0.3367037411526795,0.9289005535754746,1.9788127143267304
Mojarra,38,0.08269321321175127,16.59281087387168,200.6550505104055,0,0,1,1,3.7438314641760377
Pigfish,38,1.006149342030664,27.37194637900108,27.20465564660368,0,0,1,1,2.7793006739622736
Pinfish,38,1.7071799426166225,11.486383493466686,6.728279314166097,0,0,1,1,3.6178311869114275
Pink shrimp,38,0.6919631765510732,33.26699180177533,48.07624585976784,0,0,1,1,3.9637032854316696
Rainwater killifish,38,6.3235775774160174,23.732613123365397,3.7530358144294604,0.06209160537493483,0.1169232579576138,0.7221297836938436,0.9259612137891633,1.570545718809814
Silver perch,38,36.31980477863083,33.2082486303769,0.914328940719289,0.3104069521870931,0.47375657106980124,0.5465370425725725,0.50404833836858,1.049396592544114
Bay anchovy,39,2.584981440075515,32.150534570027105,12.437433426635314,0.06580883830064875,0.12349088492374662,0.17029972752043604,0.9332900732796909,1.7211993742113334
Mojarra,39,0.09965318213102659,14.932417957928598,149.84386487824412,0,0,1,1,3.532079511045174
Pigfish,39,0.738806646262849,30.510811625452185,41.297424407031116,0,0,1,1,2.805141711155896
Pinfish,39,1.9394528628174117,18.574426520369503,9.577147697926897,0,0,1,1,3.520243401369854
Pink shrimp,39,0.9781220256635715,44.287095664798414,45.27767957658804,0,0,1,1,4.0495393274476355
Rainwater killifish,39,3.804698249945122,35.96530428746844,9.452866410098935,0.05138858670557044,0.09775374653170214,0.4890965732087228,0.9459525391953645,1.404407651745189
Silver perch,39,33.02757533951202,26.797183212810427,0.8113578710318478,0.19972676443471346,0.33295375306363295,0.6984507993492971,0.62834008097166,1.440659754772292
Bay anchovy,40,3.316383960467268,35.330401179794784,10.653290330959399,0.08808641964207684,0.1619107049806809,0.056603773584905696,0.9114455537109036,1.70660161742155
Mojarra,40,0.07361449356943232,21.68721474236777,294.6052290900113,0,0,1,1,3.745801414942076
Pigfish,40,0.8479696683929917,33.20711707895303,39.16073689508808,0,0,1,1,2.8404423327949426
Pinfish,40,1.731140549340642,21.073052022797963,12.172929593050247,0,0,1,1,3.2189257102997306
Pink shrimp,40,0.4910398818007406,33.89122588867453,69.01929383900283,0,0,1,1,3.8660048817836574
Rainwater killifish,40,8.046794114418875,37.31971406595141,4.637836327771706,0.05420042474855938,0.10282755247701003,0.7101375445746307,0.9375004991681893,1.7383510038631897
Silver perch,40,38.78087864747209,30.107202494518695,0.7763414224881471,0.27254312863391517,0.4283440340862825,0.6195573745884307,0.5099544937428896,1.289724334894428
Bay anchovy,41,2.5654519739207404,40.13307582941293,15.643666783626502,0.0456114992705596,0.08724368334200444,0.27397260273972596,0.9535896917709744,1.653844889227484
Mojarra,41,0.1733068123667888,19.011426619464665,109.69809183974046,0,0,1,1,3.589641743271641
Pigfish,41,1.2941355721372847,49.23721406668791,38.046411154104895,0,0,1,1,3.143357986121719
Pinfish,41,2.1929616188072405,9.562989239112627,4.360764528251967,0,0,1,1,3.427169765828195
Pink shrimp,41,0.6166910413134212,25.60472646750866,41.51953693534451,0,0,1,1,3.9797524966060283
Rainwater killifish,41,8.217223831017035,36.27996864743769,4.415112621186487,0.09458997288074188,0.1728317913086669,0.5320481927710844,0.8940113543234689,1.6998195563353233
Silver perch,41,24.320156461318536,21.13998085840445,0.8692370417940284,0.1944391736718558,0.3255740065425439,0.6957125035626928,0.6499372647427855,1.397053122511126
Bay anchovy,42,3.3092233051964235,27.74394126351282,8.383822638969974,0.07604933548934618,0.14134916119763571,0.33680227057710493,0.9208955439562622,1.5325218326726757
Mojarra,42,0.1726835379593984,16.41974448265872,95.08575441927393,0,0,1,1,3.6138587713449994
Pigfish,42,1.0150749170254458,73.06373217225259,71.97865984744949,0,0,1,1,2.839307817852189
Pinfish,42,1.9688684073165448,17.059002064781538,8.664368833076043,0,0,1,1,3.34205058177738
Pink shrimp,42,1.1147291550138814,22.141924870967273,19.86305352414645,0,0,1,1,3.9299354498743795
Rainwater killifish,42,9.250523033762573,31.812627737204163,3.4390085426623327,0.08125379727022936,0.15029551336673314,0.6664184661206254,0.9030006672733851,1.566918435581018
Silver perch,42,64.4688658007849,36.18119645793284,0.5612196834629646,0.16018769417598852,0.2761409985300011,0.7844416188419223,0.6159108678655201,1.5679923914140665
Bay anchovy,43,4.351772084029906,37.895814274908325,8.708133960870342,0.08177137190464415,0.15118050639604486,0.26615969581749055,0.9157293276056625,1.7757899205016308
Mojarra,43,0.1097619205302155,16.33961169012075,148.86411982580742,0,0,1,1,3.68972606936867
Pigfish,43,0.7831693661633115,41.055769222237515,52.422593370022476,0,0,1,1,2.6851199322541643
Pinfish,43,1.5958464337143596,16.671218666142142,10.446630900029396,0,0,1,1,3.3546122868058927
Pink shrimp,43,0.604000765554987,21.425745086261877,35.47304292996185,0,0,1,1,4.023623551274242
Rainwater killifish,43,5.796835471349592,33.2780643031617,5.740729483808181,0.07261512635323042,0.13539828885336272,0.5436583811344806,0.9205080782585839,1.5420197411417575
Silver perch,43,28.75545570326867,28.742413505553355,0.999546444408675,0.21319520364171007,0.35146067673487524,0.6486190267426567,0.6484595836212314,1.3051314479339344
Bay anchovy,44,2.093421227131372,34.001885125339896,16.24225678266045,0.05565919774083768,0.10544917878791013,0.09090909090909088,0.9440292736868059,1.6785168605326573
Mojarra,44,0.08837633965895256,14.296832281291035,161.77217043003841,0,0,1,1,3.5443986814934516
Pigfish,44,0.6423145551980615,42.73479379734791,66.53250101762117,0,0,1,1,2.9725886232795986
Pinfish,44,1.6765469727171414,16.5303941720097,9.859785881942376,0,0,1,1,3.4410105816304775
Pink shrimp,44,1.0067603136294372,47.761386764539246,47.440672936695634,0,0,1,1,4.021113349655768
Rainwater killifish,44,7.817083897463205,30.48548435598859,3.899853801733114,0.09629845547668123,0.17567926871667391,0.569598633646456,0.8896365381281033,1.6070642745126305
Silver perch,44,25.327308305430954,19.68233255817387,0.7771190021781103,0.2159003069683643,0.35512830407399787,0.6844473713094061,0.5939455504161364,1.4296488232370292
Bay anchovy,45,2.283507090284663,38.13023289554966,16.698101380012062,0.03660729155698122,0.07062904506873992,0.375,0.9625705949570927,1.7716271165526274
Mojarra,45,0.11916179720039266,15.220758898331852,127.73186756100466,0,0,1,1,3.5585453144823553
Pigfish,45,0.9922161349684063,47.82863188530692,48.203844101799305,0,0,1,1,3.018157263087004
Pinfish,45,2.390011850970086,28.86555319076832,12.077577430861707,0,0,1,1,3.4059088605309906
Pink shrimp,45,0.8414307077306763,22.3429114263937,26.553477572326944,0,0,1,1,4.021804696119103
Rainwater killifish,45,7.216595222391559,41.68481348648946,5.776243810536907,0.10573899950479343,0.1912548974977798,0.3520050922978995,0.8878172513216909,1.5090544643590216
Silver perch,45,25.75133244601674,21.332401049315493,0.8283998932496103,0.30086318221807395,0.4625593011327734,0.5771283115936114,0.48953193759167896,1.0152017440750272
Bay anchovy,46,2.9230589634979114,42.07454129913421,14.394010461145552,0.06111223912715344,0.11518524972895036,0.11341853035143767,0.9384062230577256,1.737644597788051
Mojarra,46,0.10084269275512785,18.34120541268328,181.87936985400094,0,0,1,1,3.732809831835304
Pigfish,46,1.0966402384812737,46.28872707787323,42.209582918440084,0,0,1,1,2.914862866844211
Pinfish,46,1.8905543436508685,16.95952091280682,8.970660362005843,0,0,1,1,3.455332062618881
Pink shrimp,46,0.9190657466909303,29.568359912733442,32.17219227154691,0,0,1,1,3.894375945981911
Rainwater killifish,46,5.824339636483242,42.97621999760365,7.3787283503186725,0.06433356318587694,0.12088985147345509,0.4935483870967742,0.9313632933944027,1.693291208200615
Silver perch,46,62.44883652966389,27.011046978982478,0.4325308281148189,0.24817087689237868,0.3976552914137201,0.7151732680434321,0.3414880201765447,1.2162219691717335
Bay anchovy,47,2.4256846226112243,33.99978952942267,14.016574624949492,0.0648191987425455,0.12174686335312337,0.08588957055214719,0.9347836076996489,1.867743491933432
Mojarra,47,0.12680196273794367,24.645046272564343,194.35855518654103,0,0,1,1,3.6115657672418466
Pigfish,47,0.7720578213717385,30.459015870278908,39.45172890828494,0,0,1,1,2.966045426302119
Pinfish,47,1.213835499236954,16.078659357841143,13.246160099905278,0,0,1,1,3.4707396177726046
Pink shrimp,47,0.7377009669483724,45.982328943193494,62.33193530084059,0,0,1,1,4.028450614710142
Rainwater killifish,47,5.902458725885497,43.30998750818936,7.337618019801049,0.082484892191046,0.15239915639670357,0.36467702371218313,0.9134156378032551,1.5733210766376
Silver perch,47,31.124652334557126,29.931984279885018,0.9616809196179226,0.26129046802143713,0.4143224334856326,0.5936157938307843,0.5774230330672748,1.2514362765410862
Bay anchovy,48,2.631263265720311,38.117243195977046,14.486290175735194,0.05543536142505537,0.10504738319589027,0.18660287081339702,0.9438505566767496,1.729952259383273
Mojarra,48,0.1097872191571719,18.759572183372587,170.87209538039482,0,0,1,1,3.5531290162698093
Pigfish,48,0.8831338070864853,32.33375697986311,36.612523176452996,0,0,1,1,3.072847492190363
Pinfish,48,1.7224285109508832,27.82775686510205,16.156117184648476,0,0,1,1,3.2899919543972147
Pink shrimp,48,0.9531059758201069,43.921107989441495,46.08208226965449,0,0,1,1,3.7913726800481697
Rainwater killifish,48,8.98251473759944,27.18776138565607,3.026742752990122,0.04824749243561433,0.09205362814369489,0.8146618599929646,0.9387664710441811,2.0175830810668476
Silver perch,48,28.967819149182134,39.481959483387996,1.3629593335990815,0.2589037818606034,0.4113162349515786,0.5140382317801673,0.6434510140984296,1.3529737207514745
Bay anchovy,49,2.8606931971937986,32.4006854854336,11.326165810866087,0.07531782378696526,0.14008476772330844,0.13664596273291924,0.92377349478331,1.3572737936640182
Mojarra,49,0.09994664461104347,15.677654135193563,156.86023474029946,0,0,1,1,3.7625424755199215
Pigfish,49,1.0505958859560178,58.29222660260161,55.484918018270214,0,0,1,1,2.9950756503833835
Pinfish,49,1.7680137067812216,24.162901957153608,13.666693795685367,0,0,1,1,3.351294390950127
Pink shrimp,49,1.0285837039246772,27.291398407685364,26.532987352951395,0,0,1,1,3.8077212451739495
Rainwater killifish,49,4.862052084498831,25.535510604739613,5.25200268548167,0.07510523950134872,0.13971700023745348,0.5632444696539989,0.9168401928747404,1.5892564231195936
Silver perch,49,39.964031160600236,28.42943148202125,0.7113754708020865,0.19601986445560804,0.32778697123869316,0.7195167088867958,0.6057169488892341,1.3481366773594206
Bay anchovy,50,3.990536904970249,41.29884798481398,10.349195852161122,0.05830702420717278,0.1101892416349656,0.3747203579418344,0.9395818137959391,1.723000273565953
Mojarra,50,0.15058834132615923,16.398216398435604,108.89432909629248,0,0,1,1,3.6422703103361895
Pigfish,50,0.6263169227177381,42.81586711543039,68.36134481189198,0,0,1,1,3.104522964090672
Pinfish,50,1.5120667740284628,20.005818983819875,13.23077745470207,0,0,1,1,3.3069995657088906
Pink shrimp,50,0.5559112365226182,42.909180877533515,77.18710840590768,0,0,1,1,3.9738409032319124
Rainwater killifish,50,7.4723651840615055,36.62764781185363,4.90174756046186,0.0837515628723013,0.15455860132802368,0.5439170758319694,0.9069550362309852,1.5640693016877112
Silver perch,50,44.625007595501955,29.88351794352506,0.6696585514203299,0.25591759893241806,0.40753883718160905,0.6597746477319144,0.49194204785935214,1.3276043110945168
